date,time,ticker,exp,strike,cp,entry,proceeds,ratio,blended_ret_pct,nsells,dte,roll_depth,category,tags
2025-08-15,14:17,META,08-15,795,C,2.55,3.15,1.235,23.5,2,0,4,roll3+,ROLL
2025-08-18,14:46,UNH,08-22,320,C,5.25,0,0,-100,0,4,0,lotto,LOTTO
2025-08-19,13:48,QQQ,08-21,572,P,1.9,3.01,1.584,58.4,3,2,0,put_breakdown,
2025-08-19,14:14,TSLA,08-22,345,C,4,0,0,-100,0,3,0,lotto,LOTTO
2025-08-19,15:01,QQQ,08-21,570,P,2.44,4.2,1.721,72.1,1,2,1,put_breakdown,ROLL
2025-08-20,13:37,QQQ,08-22,565,P,2.75,4.38,1.591,59.1,3,2,1,put_breakdown,ROLL
2025-08-20,16:19,QQQ,08-21,565,C,2.11,1.42,0.673,-32.7,1,1,0,lotto,LOTTO
2025-08-21,13:49,PLTR,08-22,155,C,3,4.05,1.35,35,2,1,0,lotto,LOTTO
2025-08-21,15:01,PLTR,08-22,157.5,C,2.31,3,1.299,29.9,1,1,1,roll1,ROLL
2025-08-22,14:24,SPX,08-22,6470,C,6,10.68,1.779,77.9,3,0,0,lotto,LOTTO
2025-08-22,14:48,SPX,08-22,6485,C,5.5,0,0,-100,0,0,1,roll1,ROLL
2025-08-22,15:12,PLTR,08-22,162.5,C,1.2,0,0,-100,0,0,0,lotto,LOTTO
2025-08-25,14:01,QQQ,08-26,573,C,2.41,2.62,1.087,8.7,2,1,0,initial,
2025-08-25,14:09,TSLA,08-29,350,C,3.95,6.17,1.563,56.3,3,4,0,lotto,LOTTO
2025-08-26,14:25,QQQ,08-28,574,C,2.46,3.16,1.285,28.5,2,2,0,earnings_lotto,LOTTO;EARN
2025-08-26,19:24,TSLA,08-29,355,C,3.9,5.45,1.397,39.7,2,3,1,roll1,ROLL
2025-08-27,13:33,TSLA,08-29,360,C,3.3,0,0,-100,0,2,2,roll2,ROLL
2025-08-28,14:06,QQQ,08-29,575,C,2.15,2.3,1.07,7,2,1,0,initial,
2025-08-28,16:27,META,08-29,755,C,3.65,0,0,-100,0,1,0,lotto,LOTTO
2025-08-29,14:49,QQQ,08-29,569,P,1.15,0,0,-100,0,0,1,put_breakdown,LOTTO
2025-09-02,14:04,QQQ,09-05,560,P,3.31,3.34,1.011,1.1,2,3,0,put_breakdown,LOTTO
2025-09-03,13:51,QQQ,09-05,570,C,3.65,4.31,1.181,18.1,2,2,1,lotto,LOTTO
2025-09-04,14:36,SPX,09-05,6500,C,7.5,11.93,1.59,59,3,1,0,lotto,LOTTO
2025-09-05,13:33,TSLA,09-05,352.5,C,2.7,4.05,1.5,50,2,0,0,lotto,LOTTO
2025-09-05,13:54,TSLA,09-05,357.5,C,2.2,0,0,-100,0,0,1,roll1,ROLL
2025-09-08,13:43,HOOD,09-12,115,C,2.74,4,1.46,46,2,4,0,initial,
2025-09-08,14:30,QQQ,09-11,583,C,2.2,1.82,0.827,-17.3,1,3,0,lotto,LOTTO;CAT
2025-09-09,16:24,PLTR,09-12,165,C,1.95,3.15,1.615,61.5,1,3,0,lotto,LOTTO
2025-09-09,18:55,HOOD,09-19,120,C,3.5,2.6,0.743,-25.7,1,10,1,roll1,ROLL
2025-09-10,13:39,COIN,09-12,330,C,3.25,3.45,1.062,6.2,2,2,0,initial,
2025-09-10,14:02,PLTR,09-12,167.5,C,2.23,1.6,0.717,-28.3,1,2,1,roll1,ROLL
2025-09-11,13:53,SPX,09-12,6585,C,6.2,8.7,1.403,40.3,1,1,0,initial,
2025-09-11,14:25,TSLA,09-12,360,C,3,5.3,1.767,76.7,2,1,0,lotto,LOTTO
2025-09-11,15:18,TSLA,09-12,365,C,3.6,7.05,1.958,95.8,2,1,1,roll1,ROLL
2025-09-12,13:32,TSLA,09-12,375,C,2.7,4.3,1.593,59.3,3,0,0,lotto,LOTTO
2025-09-12,13:40,TSLA,09-12,380,C,2.4,4.35,1.813,81.3,3,0,1,roll1,ROLL
2025-09-12,13:51,TSLA,09-12,385,C,2.4,4.17,1.74,74,3,0,2,roll2,ROLL
2025-09-12,13:59,TSLA,09-12,387.5,C,2.8,4.05,1.446,44.6,2,0,3,roll3+,ROLL
2025-09-12,14:07,TSLA,09-12,390,C,2.6,4.8,1.846,84.6,3,0,4,roll3+,ROLL
2025-09-12,14:30,TSLA,09-12,395,C,2.6,2,0.769,-23.1,1,0,5,roll3+,ROLL
2025-09-15,13:31,TSLA,09-19,435,C,9.2,0,0,-100,0,4,0,initial,
2025-09-15,13:39,META,09-19,770,C,7,10.88,1.554,55.4,3,4,0,lotto,LOTTO
2025-09-15,17:08,META,09-19,780,C,6.2,7.35,1.185,18.5,2,4,1,roll1,ROLL
2025-09-17,19:01,QQQ,09-18,590,C,2.12,2.63,1.238,23.8,2,1,0,lotto,LOTTO
2025-09-17,19:24,META,09-19,790,C,5.2,5.05,0.971,-2.9,2,2,2,roll2,ROLL
2025-09-18,13:35,PLTR,09-19,175,C,2.08,2.57,1.236,23.6,2,1,0,lotto,LOTTO
2025-09-18,14:07,SPX,09-18,6655,C,5.1,6.05,1.186,18.6,2,0,0,lotto,LOTTO
2025-09-18,15:18,QQQ,09-19,600,C,1.3,0,0,-100,0,1,0,initial,
2025-09-19,14:02,MSTR,09-19,352.5,C,2.69,0,0,-100,0,0,0,lotto,LOTTO
2025-09-22,13:33,QQQ,09-24,600,C,2.05,2.78,1.354,35.4,2,2,0,initial,
2025-09-22,13:48,TSLA,09-26,450,C,7.4,4.7,0.635,-36.5,1,4,0,initial,
2025-09-22,16:22,NVDA,09-26,185,C,2.03,1.46,0.717,-28.3,1,4,0,lotto,LOTTO
2025-09-23,13:33,PLTR,09-26,187.5,C,2.84,0,0,-100,0,3,0,initial,
2025-09-24,13:39,QQQ,09-26,600,C,2.52,0,0,-100,0,2,0,lotto,LOTTO
2025-09-25,14:06,SPX,09-25,6620,C,5.2,8.15,1.567,56.7,2,0,0,lotto,LOTTO
2025-09-26,13:43,SPX,09-26,6660,C,4.7,5.25,1.117,11.7,2,0,0,lotto,LOTTO;0DTE
2025-09-29,13:39,MSTR,10-03,325,C,4.8,6.8,1.417,41.7,3,4,0,initial,
2025-09-29,14:41,MSTR,10-03,335,C,4.25,6.7,1.576,57.6,2,4,1,roll1,ROLL
2025-09-30,14:02,NVDA,10-10,185,C,4,5.85,1.462,46.2,2,10,0,initial,
2025-10-01,13:36,QQQ,10-02,600,C,1.84,2.67,1.448,44.8,2,1,0,initial,
2025-10-01,14:10,TSLA,10-03,660,C,6.2,7,1.129,12.9,2,2,0,lotto,LOTTO
2025-10-01,14:38,NVDA,10-17,190,C,4.8,6.65,1.385,38.5,1,16,1,roll1,ROLL
2025-10-01,16:44,META,10-03,725,C,5.45,6.55,1.202,20.2,2,2,0,initial,
2025-10-02,13:59,QQQ,10-03,605,C,2.09,2.34,1.12,12,1,1,0,lotto,LOTTO
2025-10-03,14:16,QQQ,10-03,606,C,0.86,1.01,1.174,17.4,2,0,0,lotto,LOTTO
2025-10-06,13:39,ORCL,10-10,300,C,4.5,4.8,1.067,6.7,1,4,0,initial,
2025-10-06,14:02,META,10-10,720,C,5.6,8.57,1.531,53.1,2,4,0,lotto,LOTTO
2025-10-08,14:08,SPX,10-08,6750,C,4.3,5.05,1.174,17.4,2,0,0,lotto,LOTTO
2025-10-08,17:34,META,10-10,725,C,5.3,6.9,1.302,30.2,1,2,1,roll1,ROLL
2025-10-09,13:48,NVDA,10-10,195,C,1.56,2.15,1.378,37.8,2,1,2,roll2,
2025-10-09,16:05,META,10-10,732.5,C,3.9,5.5,1.41,41,1,1,1,roll1,ROLL
2025-10-10,13:36,CRWV,10-10,150,C,2.1,3.15,1.5,50,3,0,0,lotto,LOTTO
2025-10-10,14:11,NVDA,10-24,200,C,3.3,0,0,-100,0,14,1,roll1,ROLL
2025-10-15,13:36,QQQ,10-16,605,C,2.48,3.5,1.411,41.1,2,1,0,initial,
2025-10-16,13:35,AMD,10-17,242.5,C,3.5,0,0,-100,0,1,0,lotto,LOTTO
2025-10-20,13:49,QQQ,10-22,611,C,2.9,3.3,1.138,13.8,2,2,0,initial,
2025-10-21,13:39,AAPL,10-24,265,C,2.65,0,0,-100,0,3,0,lotto,LOTTO
2025-10-23,14:14,QQQ,10-27,610,C,3.14,5.9,1.879,87.9,2,4,0,initial,
2025-10-27,13:43,HOOD,10-31,150,C,3.4,0,0,-100,0,4,0,initial,
2025-10-28,13:39,TSLA,10-31,465,C,7.2,8.6,1.194,19.4,2,3,0,lotto,LOTTO;CAT
2025-10-29,13:43,NVDA,10-31,212.5,C,3.9,0,0,-100,0,2,0,lotto,LOTTO;CAT
2025-10-30,13:49,QQQ,10-31,632,C,3.47,3.99,1.15,15,2,1,0,lotto,LOTTO
2025-11-03,14:41,TSLA,11-07,480,C,7.2,5.1,0.708,-29.2,1,4,0,lotto,LOTTO
2025-11-04,15:56,SPX,11-04,6780,P,6.2,10.5,1.694,69.4,3,0,0,put_breakdown,LOTTO
2025-11-05,14:36,SPX,11-05,6800,C,5.7,9.85,1.728,72.8,3,0,0,lotto,LOTTO;0DTE
2025-11-05,15:06,SPX,11-05,6820,C,5.2,9.13,1.755,75.5,3,0,1,roll1,ROLL
2025-11-05,18:44,ORCL,11-14,260,C,4.3,0,0,-100,0,9,0,initial,
2025-11-06,15:40,QQQ,11-07,613,P,3.28,3.52,1.072,7.2,2,1,0,put_breakdown,
2025-11-07,14:56,QQQ,11-07,607,C,2.1,2.52,1.2,20,1,0,1,lotto,LOTTO
2025-11-10,16:59,QQQ,11-12,620,C,2.95,3.33,1.127,12.7,2,2,0,initial,
2025-11-11,17:55,QQQ,11-13,622,C,2.99,0,0,-100,0,2,1,roll1,ROLL
2025-11-13,15:09,META,11-14,620,C,4.35,0,0,-100,0,1,0,lotto,LOTTO
2025-11-17,14:32,TSLA,11-21,410,C,8,12.8,1.6,60,3,4,0,initial,
2025-11-17,15:28,TSLA,11-21,425,C,6.6,8.15,1.235,23.5,2,4,1,roll1,ROLL
2025-11-18,14:39,MSTR,11-21,205,C,5.8,8.72,1.504,50.4,3,3,0,lotto,LOTTO
2025-11-18,15:55,MSTR,11-21,215,C,4.4,3.2,0.727,-27.3,1,3,1,roll1,ROLL
2025-11-18,18:52,META,11-21,610,C,5.7,0,0,-100,0,3,0,initial,
2025-11-19,14:44,QQQ,11-20,604,C,4.2,4.58,1.089,8.9,2,1,0,lotto,LOTTO
2025-11-20,14:43,TSLA,11-21,425,C,4.8,6.95,1.448,44.8,3,1,0,lotto,LOTTO
2025-11-20,15:29,TSLA,11-21,432.5,C,4.3,0,0,-100,0,1,1,roll1,ROLL
2025-11-21,14:42,QQQ,11-21,590,C,3.27,6.3,1.927,92.7,1,0,0,lotto,LOTTO
2025-11-24,14:52,QQQ,11-25,600,C,3.6,5.67,1.574,57.4,2,1,0,lotto,LOTTO
2025-11-24,19:11,META,11-28,620,C,5.65,8.7,1.54,54,1,4,0,initial,
2025-11-25,14:39,META,11-28,630,C,4.45,7.55,1.697,69.7,2,3,1,roll1,ROLL
2025-11-26,14:31,META,11-28,640,C,3.85,0,0,-100,0,2,0,lotto,LOTTO
2025-11-26,14:33,ORCL,12-05,215,C,4.3,0,0,-100,0,9,0,initial,
2025-11-26,18:08,MSTR,12-05,190,C,4.9,0,0,-100,0,9,0,initial,
2025-12-01,14:47,QQQ,12-03,616,C,3.42,3.59,1.05,5,1,2,0,lotto,LOTTO
2025-12-02,14:35,QQQ,12-04,622,C,2.91,2.94,1.009,0.9,2,2,0,initial,
2025-12-02,17:14,QQQ,12-05,623,C,3.38,3.76,1.112,11.2,1,3,0,initial,
2025-12-03,14:49,META,12-05,652.5,C,4.2,16.7,3.976,297.6,2,2,0,initial,
2025-12-04,14:41,TSLA,12-05,455,C,4.35,0,0,-100,0,1,0,lotto,LOTTO
2025-12-04,16:59,QQQ,12-05,624,C,2.2,3.75,1.705,70.5,1,1,0,lotto,LOTTO
2025-12-05,14:37,TSLA,12-05,460,C,2.49,0,0,-100,0,0,1,lotto,LOTTO
2025-12-08,14:32,NVDA,12-12,187,C,4.35,3,0.69,-31,1,4,0,initial,
2025-12-09,15:28,COIN,12-11,285,C,4.4,6.38,1.449,44.9,3,2,0,lotto,LOTTO
2025-12-09,16:21,MSTR,12-12,200,C,3.6,2.55,0.708,-29.2,1,3,0,initial,
2025-12-10,19:36,QQQ,12-12,628,C,3.76,0,0,-100,0,2,0,lotto,LOTTO
2025-12-11,15:04,META,12-12,655,C,3.85,4.4,1.143,14.3,2,1,0,lotto,LOTTO
2025-12-11,17:20,SPX,12-12,6920,C,5.8,6.17,1.065,6.5,2,1,0,lotto,LOTTO
2025-12-12,15:14,TSLA,12-12,455,C,2.94,3.4,1.156,15.6,1,0,0,lotto,LOTTO
2025-12-15,14:35,TSLA,12-19,490,C,7.4,11,1.486,48.6,2,4,0,lotto,LOTTO
2025-12-16,14:51,QQQ,12-18,613,C,3.6,0,0,-100,0,2,0,initial,
2025-12-17,14:31,TSLA,12-19,500,C,6.4,0,0,-100,0,2,1,roll1,ROLL
2025-12-18,14:53,QQQ,12-19,610,C,3.07,4.32,1.408,40.8,3,1,1,lotto,LOTTO
2025-12-18,15:45,QQQ,12-19,614,C,2.19,3.3,1.507,50.7,1,1,2,roll2,ROLL
2025-12-19,14:42,MU,12-19,265,C,2.8,4.8,1.714,71.4,2,0,0,lotto,LOTTO
2025-12-19,14:51,QQQ,12-19,617,C,1.52,0,0,-100,0,0,0,lotto,LOTTO
2025-12-22,14:34,TSLA,12-26,505,C,5.8,0,0,-100,0,4,0,initial,
2025-12-24,14:37,MU,01-02,290,C,5.3,6.05,1.142,14.2,2,9,0,initial,
2025-12-26,14:34,QQQ,12-31,626,C,2.66,0,0,-100,0,5,0,initial,
2025-12-30,14:55,MSTR,01-02,160,C,2.75,0,0,-100,0,3,0,lotto,LOTTO
2026-01-05,14:44,QQQ,01-07,620,C,2.45,2.49,1.016,1.6,2,2,0,initial,
2026-01-06,14:32,MU,01-09,330,C,5.6,9.7,1.732,73.2,3,3,0,initial,
2026-01-06,15:00,QQQ,01-08,623,C,2.4,3.34,1.393,39.3,3,2,0,initial,
2026-01-06,17:38,MU,01-09,345,C,4.45,7.35,1.652,65.2,2,3,1,roll1,ROLL
2026-01-07,14:41,TSLA,01-16,450,C,6.8,0,0,-100,0,9,0,lotto,LOTTO
2026-01-07,14:56,QQQ,01-09,626,C,2.88,3.63,1.259,25.9,2,2,1,roll1,ROLL
2026-01-08,15:07,QQQ,01-09,620,C,2.94,4.05,1.378,37.8,2,1,0,lotto,LOTTO
2026-01-09,14:42,MU,01-09,337.5,C,2.5,2.9,1.16,16,2,0,0,lotto,LOTTO
2026-01-09,15:25,QQQ,01-09,624,C,1.07,1.48,1.379,37.9,3,0,0,lotto,LOTTO
2026-01-09,16:00,SPX,01-09,6960,C,3.8,7.05,1.855,85.5,3,0,0,lotto,LOTTO
2026-01-09,16:16,SPX,01-09,6970,C,4.2,4.85,1.155,15.5,2,0,1,roll1,ROLL
2026-01-13,14:34,QQQ,01-16,630,C,2.98,0,0,-100,0,3,0,initial,
2026-01-15,14:36,META,01-23,625,C,6.7,7.13,1.063,6.3,2,8,0,initial,
2026-01-16,14:34,MU,01-16,362.5,C,2.8,4.13,1.473,47.3,3,0,0,lotto,LOTTO
2026-01-16,15:05,QQQ,01-16,623,C,1.25,0,0,-100,0,0,1,lotto,LOTTO
2026-01-20,15:46,MU,01-23,380,C,6,6.75,1.125,12.5,2,3,0,lotto,LOTTO
2026-01-21,14:45,QQQ,01-23,612,C,3.46,5.12,1.48,48,3,2,0,lotto,LOTTO
2026-01-21,15:41,META,01-23,615,C,4.2,5.1,1.214,21.4,2,2,1,roll1,
2026-01-21,19:44,MU,01-23,400,C,5.65,7.53,1.332,33.2,2,2,0,initial,
2026-01-22,14:33,META,01-23,632.5,C,4.5,6.58,1.461,46.1,3,1,2,lotto,LOTTO
2026-01-22,14:46,META,01-23,640,C,4,5.85,1.462,46.2,3,1,3,roll3+,ROLL
2026-01-22,17:23,META,01-23,645,C,3.45,5.5,1.594,59.4,2,1,4,roll3+,ROLL
2026-01-22,17:43,META,01-23,650,C,3.4,5.15,1.515,51.5,1,1,5,roll3+,ROLL
2026-01-23,14:36,META,01-23,655,C,2.4,3.95,1.646,64.6,3,0,6,roll3+,ROLL
2026-01-23,15:05,META,01-23,660,C,2.55,4.4,1.725,72.5,3,0,7,roll3+,ROLL
2026-01-23,15:48,TSLA,01-23,450,C,2.1,1.7,0.81,-19,1,0,0,lotto,LOTTO
2026-01-23,18:15,META,01-23,665,C,1.7,2.08,1.221,22.1,2,0,8,roll3+,ROLL
2026-01-26,14:32,META,01-30,700,C,9.4,0,0,-100,0,4,1,lotto,LOTTO
2026-01-27,14:32,QQQ,01-30,632,C,3.71,5.97,1.611,61.1,2,3,0,lotto,LOTTO;CAT
2026-01-28,14:32,QQQ,01-30,638,C,3.42,0,0,-100,0,2,1,roll1,ROLL
2026-01-30,14:40,QQQ,01-30,628,C,2.2,0,0,-100,0,0,2,lotto,LOTTO
2026-02-02,14:39,MU,02-06,450,C,7.6,8.2,1.079,7.9,2,4,0,lotto,LOTTO
2026-02-03,15:47,MU,02-06,440,C,6.8,0,0,-100,0,3,0,lotto,LOTTO
2026-02-04,15:24,META,02-06,685,C,6.3,0,0,-100,0,2,0,lotto,LOTTO
2026-02-05,16:22,QQQ,02-06,600,C,4.88,5.36,1.097,9.7,2,1,0,lotto,LOTTO
2026-02-06,14:46,QQQ,02-06,605,C,2.45,3.89,1.588,58.8,3,0,0,lotto,LOTTO
2026-02-09,14:37,QQQ,02-11,610,C,3.9,5.61,1.438,43.8,3,2,0,initial,
2026-02-09,15:58,QQQ,02-12,617,C,3.2,3.25,1.016,1.6,1,3,1,roll1,ROLL
2026-02-09,16:54,META,02-13,690,C,6.4,0,0,-100,0,4,0,initial,
2026-02-10,15:10,MU,02-13,400,C,5.2,15,2.885,188.5,1,3,0,lotto,LOTTO
2026-02-11,14:34,MU,02-13,420,C,4.5,8.46,1.881,88.1,3,2,1,roll1,ROLL
2026-02-12,14:33,MU,02-13,440,C,6,4.25,0.708,-29.2,1,1,1,roll1,ROLL
2026-02-13,15:10,QQQ,02-13,603,C,2.25,2.99,1.33,33,3,0,0,lotto,LOTTO
2026-02-13,16:06,QQQ,02-13,605,C,1.37,1.44,1.049,4.9,2,0,1,roll1,ROLL
2026-02-17,15:19,MU,02-20,420,C,6,8.28,1.379,37.9,3,3,0,initial,
2026-02-17,18:28,QQQ,02-19,604,C,3.49,4.37,1.251,25.1,2,2,0,lotto,LOTTO
2026-02-18,14:47,MU,02-20,420,C,5.9,10.07,1.708,70.8,3,2,0,initial,
2026-02-18,15:24,MU,02-20,435,C,5.2,0,0,-100,0,2,1,roll1,ROLL
2026-02-18,15:47,META,02-27,650,C,9.5,16.4,1.726,72.6,3,9,0,initial,
2026-02-19,14:56,QQQ,02-20,606,C,3.03,4.4,1.452,45.2,1,1,0,lotto,LOTTO
2026-02-20,15:10,QQQ,02-20,608,C,1.94,2.38,1.227,22.7,2,0,0,lotto,LOTTO
2026-02-20,16:00,META,02-27,670,C,7.8,0,0,-100,0,7,1,roll1,ROLL
2026-02-23,14:39,SNDK,02-27,725,C,13.8,16.4,1.188,18.8,2,4,0,lotto,LOTTO
2026-02-24,14:45,MU,02-27,450,C,7.2,0,0,-100,0,3,0,initial,
2026-02-24,15:25,QQQ,02-26,608,C,4.12,6.92,1.681,68.1,2,2,0,earnings_lotto,LOTTO;EARN
2026-02-25,14:40,META,02-27,650,C,4.95,7.53,1.52,52,3,2,2,earnings_lotto,LOTTO;EARN
2026-02-25,15:02,META,02-27,655,C,5.45,8.75,1.606,60.6,2,2,3,roll3+,ROLL
2026-02-26,14:56,META,02-27,665,C,3.6,0,0,-100,0,1,4,roll3+,ROLL
2026-02-26,16:22,QQQ,02-27,610,C,2.75,0,0,-100,0,1,0,lotto,LOTTO
2026-02-27,14:46,SPX,02-27,6900,C,4.4,4.95,1.125,12.5,2,0,0,lotto,LOTTO;0DTE
2026-03-02,14:44,COIN,03-06,185,C,5,12.68,2.535,153.5,2,4,0,lotto,LOTTO
2026-03-02,15:59,META,03-06,665,C,6.15,9.5,1.545,54.5,3,4,0,initial,
2026-03-03,16:06,QQQ,03-06,600,C,5.05,7.27,1.439,43.9,3,3,0,lotto,LOTTO
2026-03-04,14:34,COIN,03-06,210,C,3.9,5.65,1.449,44.9,2,2,1,roll1,ROLL
2026-03-04,14:55,QQQ,03-06,610,C,3.21,3.93,1.224,22.4,2,2,0,initial,
2026-03-04,15:17,META,03-06,680,C,3,2.13,0.708,-29.2,1,2,1,roll1,ROLL
2026-03-09,13:34,QQQ,03-12,600,C,4.33,7.47,1.726,72.6,3,3,0,lotto,LOTTO
2026-03-09,15:26,MU,03-13,390,C,8.5,14.9,1.753,75.3,2,4,0,initial,
2026-03-10,13:32,MU,03-13,410,C,8.5,13.15,1.547,54.7,2,3,1,roll1,ROLL
2026-03-10,13:41,QQQ,03-12,612,C,3.45,4.32,1.252,25.2,2,2,1,roll1,ROLL
2026-03-11,13:58,QQQ,03-12,612,C,2.69,1.95,0.725,-27.5,1,1,0,lotto,LOTTO
2026-03-13,13:42,SPX,03-13,6750,C,8.5,10.6,1.247,24.7,2,0,0,lotto,LOTTO;0DTE
2026-03-16,13:31,MU,03-20,500,C,6.2,0,0,-100,0,4,0,earnings_lotto,LOTTO;EARN
2026-03-16,14:08,COIN,03-20,210,C,4.8,3.4,0.708,-29.2,1,4,0,initial,
2026-03-19,14:36,QQQ,03-20,594,C,2.88,2.13,0.741,-25.9,1,1,0,lotto,LOTTO
2026-03-23,13:37,QQQ,03-25,594,C,3.78,4.46,1.18,18,2,2,0,initial,
2026-03-23,14:24,META,03-27,615,C,4.85,0,0,-100,0,4,0,initial,
2026-03-24,13:47,TSLA,04-02,395,C,6.85,4.9,0.715,-28.5,1,9,0,lotto,LOTTO
2026-03-27,14:46,QQQ,03-27,565,P,1.42,2.27,1.596,59.6,2,0,1,put_breakdown,LOTTO
2026-03-31,13:53,QQQ,04-02,570,C,3.85,7.27,1.887,88.7,2,2,0,initial,
2026-03-31,13:59,MU,04-10,350,C,7.1,11.7,1.648,64.8,2,10,0,initial,
2026-03-31,18:41,QQQ,04-02,580,C,2.52,4.35,1.726,72.6,2,2,1,roll1,ROLL
2026-04-01,13:35,MU,04-02,360,C,5,9.8,1.96,96,3,1,1,roll1,ROLL
2026-04-01,14:20,MU,04-02,375,C,4,4.95,1.237,23.7,2,1,2,roll2,ROLL
2026-04-02,14:08,QQQ,04-02,580,C,1.4,1.79,1.279,27.9,2,0,0,lotto,LOTTO
2026-04-02,14:35,QQQ,04-02,581,C,1.97,4.48,2.274,127.4,1,0,1,roll1,ROLL
2026-04-06,13:42,MU,04-10,400,C,5.2,5.6,1.077,7.7,2,4,0,initial,
2026-04-07,16:27,QQQ,04-10,590,C,4.41,13.05,2.959,195.9,2,3,0,lotto,LOTTO
2026-04-08,15:35,QQQ,04-10,607,C,3.15,3.7,1.173,17.3,2,2,1,roll1,ROLL
2026-04-08,16:33,MU,04-10,420,C,5,6.25,1.25,25,2,2,0,initial,
2026-04-09,13:39,QQQ,04-10,607,C,2.38,3.67,1.541,54.1,3,1,0,initial,
2026-04-09,16:08,QQQ,04-10,610,C,2.58,3.5,1.357,35.7,1,1,1,roll1,ROLL
2026-04-13,13:49,QQQ,04-15,612,C,2.8,4.2,1.5,50,3,2,0,initial,
2026-04-13,15:12,MU,04-17,440,C,6.05,11.75,1.942,94.2,2,4,0,initial,
2026-04-13,19:37,QQQ,04-15,617,C,2.5,5,2,100,1,2,1,roll1,ROLL
2026-04-14,13:33,MSFT,04-27,400,C,4.65,7.95,1.71,71,3,13,0,initial,
2026-04-14,14:11,QQQ,04-16,624,C,2.51,3.72,1.484,48.4,3,2,1,roll1,ROLL
2026-04-14,14:21,MU,04-17,460,C,5.2,10.43,2.005,100.5,2,3,1,roll1,ROLL
2026-04-15,13:32,MU,04-17,470,C,8.3,0,0,-100,0,2,1,roll1,ROLL
2026-04-15,13:40,MSFT,04-27,410,C,5,3.75,0.75,-25,1,12,1,roll1,ROLL
2026-04-15,14:56,TSLA,04-17,390,C,2.25,3.85,1.711,71.1,3,2,0,lotto,LOTTO
2026-04-15,15:14,QQQ,04-17,635,C,2.7,3.82,1.417,41.7,2,2,1,roll1,ROLL
2026-04-15,15:21,TSLA,04-17,395,C,2.9,5.25,1.81,81,2,2,1,roll1,ROLL
2026-04-15,15:40,TSLA,04-17,400,C,4,7.2,1.8,80,1,2,1,roll1,ROLL
2026-04-16,13:41,QQQ,04-17,640,C,2.43,3.08,1.265,26.5,2,1,0,lotto,LOTTO
2026-04-16,15:35,QQQ,04-17,642,C,2.31,2.55,1.104,10.4,2,1,1,roll1,ROLL
2026-04-17,13:53,MSTR,04-24,170,C,5.15,3.75,0.728,-27.2,1,7,0,initial,
2026-04-27,13:37,NVDA,05-08,215,C,4.8,0,0,-100,0,11,0,initial,
2026-04-29,14:32,QQQ,04-30,665,C,3.17,0,0,-100,0,1,0,earnings_lotto,LOTTO;EARN
2026-04-30,15:00,AMD,05-01,350,C,4.25,5.22,1.229,22.9,2,1,0,lotto,LOTTO
2026-05-04,13:33,MU,05-08,600,C,9.4,18.18,1.934,93.4,3,4,0,initial,
2026-05-04,14:40,QQQ,05-06,678,C,2.83,3.78,1.337,33.7,3,2,0,initial,
2026-05-05,13:32,MU,05-08,650,C,7.4,13.08,1.767,76.7,3,3,1,roll1,ROLL
2026-05-05,13:49,MSTR,05-15,200,C,6.5,0,0,-100,0,10,0,initial,
2026-05-05,15:06,QQQ,05-07,684,C,2.7,5.3,1.963,96.3,1,2,1,roll1,ROLL
2026-05-05,15:56,MU,05-08,700,C,6.9,7.2,1.043,4.3,1,3,1,roll1,ROLL
2026-05-06,14:34,QQQ,05-08,692,C,3.14,4.25,1.355,35.5,3,2,0,lotto,LOTTO
2026-05-06,15:15,MU,05-08,700,C,6.4,8.5,1.328,32.8,2,2,0,lotto,LOTTO
2026-05-06,18:15,QQQ,05-08,695,C,3.28,4.42,1.346,34.6,2,2,1,roll1,ROLL
2026-05-07,13:39,QQQ,05-08,700,C,2.33,3.01,1.294,29.4,2,1,0,lotto,LOTTO
2026-05-07,15:35,QQQ,05-08,702,C,2.4,3.22,1.344,34.4,3,1,1,roll1,ROLL
2026-05-08,13:42,MU,05-08,715,C,3.6,6.29,1.747,74.7,3,0,0,lotto,LOTTO
2026-05-08,14:59,MU,05-08,725,C,3.7,4.25,1.149,14.9,2,0,1,roll1,ROLL
2026-05-11,13:31,MU,05-15,900,C,12.5,8.75,0.7,-30,1,4,0,initial,
2026-05-11,14:53,NVDA,05-15,225,C,3.2,4,1.25,25,2,4,0,initial,
2026-05-11,15:30,TSLA,05-15,450,C,5.6,9.7,1.732,73.2,2,4,0,lotto,LOTTO
2026-05-12,14:59,QQQ,05-13,700,P,2.59,3.51,1.355,35.5,3,1,0,put_breakdown,LOTTO
2026-05-13,14:22,QQQ,05-15,712,C,3.87,5.66,1.462,46.2,3,2,0,initial,
2026-05-13,14:30,TSLA,05-15,450,C,5.9,8.53,1.445,44.5,3,2,0,lotto,LOTTO
2026-05-13,15:00,NVDA,05-15,227.5,C,3.3,4.6,1.394,39.4,1,2,1,roll1,ROLL
2026-05-14,13:31,NVDA,05-22,240,C,5.85,3.85,0.658,-34.2,1,8,0,initial,
2026-05-14,16:00,COIN,05-15,220,C,4.7,5.47,1.165,16.5,2,1,0,initial,
2026-05-15,14:14,QQQ,05-15,712,C,1.88,2.4,1.277,27.7,2,0,0,lotto,LOTTO
